id,host_is_superhost,neighbourhood_group_cleansed,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,reviews_per_month
2595,f,Manhattan,1,0.0,0.0,1.0,150,30,5,35,65,340,48,4.7,0.33
3831,f,Brooklyn,3,0.0,1.0,3.0,76,1,0,4,9,208,408,4.46,5.03
5121,f,Brooklyn,2,0.0,1.0,1.0,60,30,30,60,90,365,50,4.52,0.54
5136,f,Brooklyn,4,0.0,2.0,2.0,275,5,0,0,0,204,2,5.0,0.02
5178,f,Manhattan,2,0.0,1.0,1.0,68,2,1,5,14,243,490,4.21,3.64
5203,f,Manhattan,1,0.0,1.0,1.0,75,2,0,0,0,0,118,4.91,0.89
5803,t,Brooklyn,2,0.0,1.0,0.0,98,4,11,41,71,333,194,4.7,1.44
6848,f,Brooklyn,3,0.0,0.0,1.0,89,30,0,0,0,274,182,4.56,1.27
6872,f,Manhattan,1,0.0,1.0,1.0,65,30,30,60,90,365,0,0.0,0.0
6990,f,Manhattan,1,0.0,1.0,1.0,62,30,0,0,12,287,234,4.88,1.86
7064,f,Brooklyn,1,0.0,1.0,1.0,90,27,0,14,14,201,9,4.86,0.07
7097,t,Brooklyn,4,0.0,1.0,2.0,199,2,10,16,40,306,265,4.87,2.99
7750,f,Manhattan,1,0.0,2.0,2.0,96,30,28,58,88,178,0,0.0,0.0
7801,t,Brooklyn,4,0.0,0.0,2.0,299,30,0,0,0,272,9,4.86,0.06
8490,t,Brooklyn,5,0.0,1.0,4.0,135,2,1,30,60,330,134,4.77,1.16
9357,f,Manhattan,2,0.0,0.0,1.0,150,30,0,0,0,244,58,4.52,0.57
9657,t,Manhattan,2,0.0,1.0,1.0,178,10,1,4,34,34,40,4.7,0.74
9704,f,Manhattan,2,0.0,1.0,1.0,55,30,0,0,0,244,98,4.89,1.42
10452,t,Brooklyn,3,0.0,1.0,2.0,80,30,2,22,22,244,76,4.67,0.67
10962,t,Brooklyn,2,0.0,1.0,0.0,98,4,8,38,68,343,191,4.74,2.15
11943,f,Brooklyn,1,0.0,1.0,2.0,150,30,0,0,0,0,0,0.0,0.0
12192,f,Manhattan,2,0.0,1.0,1.0,40,2,0,0,0,0,265,4.38,2.03
12343,f,Manhattan,3,0.0,1.0,1.0,250,30,29,59,89,364,107,4.81,0.81
12937,t,Queens,4,0.0,1.0,2.0,145,3,14,26,42,187,297,4.9,3.11
12940,f,Brooklyn,2,0.0,1.0,1.0,99,30,13,30,30,268,71,4.48,1.0
13121,f,Queens,3,0.0,1.0,2.0,75,2,0,0,0,0,69,4.18,0.82
13394,t,Brooklyn,2,0.0,1.0,1.0,80,1,1,1,1,155,143,4.72,1.19
13808,f,Brooklyn,2,0.0,1.0,1.0,80,2,0,0,0,268,154,4.67,1.28
14290,f,Brooklyn,2,0.0,2.0,0.0,233,3,3,19,49,139,112,4.73,2.12
14314,f,Brooklyn,2,0.0,1.0,2.0,99,30,0,0,0,244,179,4.82,2.09
15220,t,Manhattan,1,0.0,1.0,1.0,80,2,6,21,34,307,330,4.64,2.69
15341,t,Manhattan,3,0.0,1.0,2.0,194,30,1,31,61,151,26,4.56,0.7
15385,t,Brooklyn,1,0.0,1.0,1.0,80,7,0,0,0,244,49,4.85,0.4
15396,f,Manhattan,4,0.0,2.0,2.0,400,30,0,0,0,90,5,5.0,0.08
15711,f,Manhattan,6,0.0,2.0,4.0,206,30,0,0,0,255,84,4.68,0.63
16326,t,Brooklyn,8,0.0,4.0,4.0,140,30,15,15,40,315,152,4.93,1.27
16338,t,Brooklyn,2,0.0,1.0,2.0,55,14,0,6,6,274,29,4.6,0.36
16595,f,Brooklyn,2,0.0,1.0,1.0,414,1,17,47,77,352,204,4.72,1.56
16821,f,Manhattan,1,0.0,1.0,1.0,108,1,11,11,11,11,125,4.65,1.67
16974,f,Manhattan,8,0.0,4.0,6.0,300,5,10,15,31,98,228,4.82,1.85
17037,f,Manhattan,2,0.0,1.0,1.0,190,30,1,17,47,137,53,4.8,0.48
17693,f,Manhattan,2,0.0,1.0,1.0,65,2,1,1,1,1,60,4.9,1.13
17747,t,Brooklyn,2,0.0,1.0,1.0,95,150,29,59,89,364,128,4.93,1.13
18127,f,Manhattan,2,0.0,1.0,1.0,190,30,6,6,6,234,21,4.84,0.16
18728,t,Manhattan,3,0.0,1.0,1.0,175,4,4,8,28,303,192,4.95,1.91
18961,f,Manhattan,2,0.0,1.0,1.0,95,30,0,0,0,0,1,5.0,0.02
19159,t,Manhattan,3,0.0,2.0,2.0,110,31,1,14,14,93,58,4.71,0.48
19282,f,Brooklyn,4,0.0,1.0,2.0,110,30,11,11,13,13,17,4.69,0.15
19812,f,Brooklyn,2,0.0,1.0,1.0,105,30,0,0,8,283,61,4.49,0.63
20717,t,Brooklyn,2,0.0,1.0,1.0,85,30,7,30,60,335,47,4.89,0.65
20724,f,Brooklyn,2,0.0,1.0,0.0,50,5,6,16,46,314,31,4.34,0.65
20913,f,Brooklyn,2,0.0,1.0,1.0,80,30,0,0,0,0,168,4.05,1.65
21456,f,Manhattan,2,0.0,1.0,0.0,100,30,0,3,3,272,84,4.68,1.35
21644,f,Manhattan,1,0.0,1.0,0.0,99,30,30,60,90,365,3,5.0,0.08
21794,f,Manhattan,2,0.0,1.0,1.0,85,30,29,59,89,364,36,4.97,0.52
23135,f,Brooklyn,2,0.0,1.0,1.0,180,3,3,27,57,332,265,4.7,2.78
23686,t,Manhattan,4,0.0,3.0,3.0,500,7,0,0,30,210,52,4.43,0.52
24285,f,Brooklyn,5,0.0,4.0,6.0,220,30,0,12,42,284,90,4.82,0.75
25406,f,Brooklyn,4,0.0,1.0,2.0,83,30,0,0,0,0,29,4.62,0.37
25696,f,Manhattan,2,0.0,1.0,1.0,100,1,0,0,0,213,190,4.75,2.23
26362,t,Manhattan,1,0.0,1.0,1.0,79,2,5,16,32,291,400,4.54,3.6
26785,t,Brooklyn,3,0.0,1.0,1.0,90,30,0,0,4,139,476,4.93,4.16
27006,f,Manhattan,4,0.0,2.0,3.0,225,30,0,0,0,160,28,4.6,0.38
27644,t,Manhattan,6,0.0,1.0,1.0,170,2,12,12,29,304,213,4.76,1.78
27883,f,Manhattan,3,0.0,0.0,2.0,100,30,0,0,0,0,25,4.85,0.21
28321,f,Brooklyn,2,0.0,2.0,0.0,75,2,0,0,0,237,9,4.14,0.07
28907,f,Manhattan,4,0.0,1.0,2.0,150,30,2,2,2,246,21,4.95,0.22
29013,t,Brooklyn,2,0.0,1.0,1.0,80,30,0,0,0,0,66,4.67,0.59
29628,t,Brooklyn,2,0.0,1.0,1.0,89,3,11,26,56,325,285,4.92,2.52
29683,f,Manhattan,3,0.0,1.0,1.0,185,30,0,11,20,295,115,4.77,1.15
31130,t,Manhattan,2,0.0,1.0,1.0,130,1,18,48,78,353,66,4.86,1.99
31555,t,Manhattan,2,0.0,0.0,1.0,135,30,0,0,0,0,32,4.71,0.25
31902,f,Brooklyn,2,0.0,3.0,1.0,80,30,28,58,88,178,4,4.33,0.03
31994,f,Brooklyn,2,0.0,1.0,1.0,85,2,13,31,61,336,482,4.49,5.06
32329,f,Manhattan,1,0.0,1.0,1.0,160,14,0,0,0,244,3,5.0,0.04
33009,t,Brooklyn,2,0.0,1.0,1.0,195,4,7,24,40,276,267,4.95,2.84
33014,f,Manhattan,3,0.0,2.0,2.0,125,1,5,12,19,245,34,4.41,0.33
33156,f,Manhattan,2,0.0,1.0,1.0,139,120,0,0,0,201,20,5.0,0.23
36442,f,Brooklyn,4,0.0,2.0,4.0,121,30,8,9,39,314,4,3.5,0.05
36647,f,Manhattan,2,0.0,1.0,1.0,59,5,0,0,15,290,34,4.75,0.5
36703,f,Manhattan,2,0.0,1.0,2.0,200,30,1,1,30,305,136,4.91,1.32
38663,f,Brooklyn,13,0.0,5.0,5.0,675,3,10,23,37,301,25,4.65,0.25
39282,f,Brooklyn,2,0.0,1.0,1.0,83,7,0,4,21,21,232,4.8,2.39
39572,f,Manhattan,2,0.0,1.0,1.0,139,30,1,31,61,336,44,4.86,0.36
39586,t,Manhattan,2,0.0,1.0,1.0,186,1,25,51,81,356,182,4.54,1.46
39593,f,Queens,1,0.0,1.0,1.0,78,90,0,0,0,247,29,4.91,0.24
39704,f,Brooklyn,4,0.0,1.0,1.0,135,30,0,0,0,0,337,4.71,2.68
42300,f,Manhattan,4,0.0,2.0,3.0,493,5,0,8,20,272,62,4.75,0.58
42729,f,Brooklyn,2,0.0,1.0,1.0,178,4,0,2,32,303,170,4.6,1.66
42882,t,Staten Island,2,0.0,1.0,1.0,70,2,0,0,29,304,176,4.8,1.75
43726,t,Manhattan,6,0.0,1.0,5.0,250,30,2,23,53,326,13,4.85,0.64
44096,f,Bronx,1,0.0,1.0,1.0,45,1,13,36,66,156,281,4.89,2.26
44229,f,Brooklyn,2,0.0,1.0,1.0,110,30,30,60,90,365,231,4.69,2.73
44288,f,Manhattan,2,0.0,1.0,1.0,146,30,8,12,12,14,88,4.75,0.89
44973,f,Brooklyn,2,0.0,0.0,0.0,98,30,0,0,5,185,123,4.63,1.09
45542,f,Manhattan,4,0.0,2.0,2.0,100,30,0,0,0,0,18,4.78,0.51
45556,t,Brooklyn,2,0.0,1.0,1.0,65,2,9,26,55,145,278,4.89,3.33
45910,t,Queens,16,0.0,5.0,10.0,395,30,30,60,90,365,13,4.42,0.58
45935,f,Bronx,1,0.0,1.0,1.0,60,30,23,53,83,83,0,0.0,0.0
45936,f,Manhattan,2,0.0,1.0,0.0,75,31,0,17,47,322,130,4.65,1.09
46544,f,Brooklyn,2,0.0,1.0,0.0,150,30,0,1,14,84,58,4.7,0.57
46911,f,Brooklyn,2,0.0,1.0,1.0,115,3,0,29,59,334,55,4.73,0.52
47613,t,Brooklyn,1,0.0,1.0,1.0,81,30,19,40,70,345,28,4.76,0.21
49048,t,Brooklyn,3,0.0,1.0,2.0,90,30,0,0,0,243,21,4.3,0.25
50447,t,Brooklyn,4,0.0,1.0,2.0,151,4,6,7,30,305,191,4.84,1.81
51438,f,Manhattan,1,0.0,1.0,1.0,130,14,0,0,0,0,0,0.0,0.0
51850,f,Queens,2,0.0,1.0,1.0,65,30,30,60,90,365,53,4.42,0.4
52689,f,Queens,4,0.0,2.0,2.0,133,4,1,1,16,112,6,4.83,0.05
53469,t,Queens,4,0.0,1.0,0.0,107,30,23,53,83,358,33,4.34,0.29
53470,t,Queens,7,0.0,2.0,3.0,174,30,30,60,90,365,6,4.0,0.05
53477,t,Queens,12,0.0,4.0,8.0,350,30,0,1,31,306,16,4.71,0.55
54466,f,Manhattan,2,0.0,1.0,1.0,200,30,30,60,90,365,0,0.0,0.0
54508,f,Brooklyn,2,0.0,1.0,1.0,60,2,0,0,0,0,107,4.67,0.88
54626,f,Bronx,2,0.0,1.0,1.0,50,1,17,47,77,352,186,4.89,1.91
54694,f,Queens,2,0.0,1.0,1.0,65,30,0,0,0,0,62,4.35,0.47
54860,f,Manhattan,2,0.0,1.0,1.0,100,5,8,14,33,281,236,4.84,2.24
55982,f,Brooklyn,1,0.0,1.0,1.0,85,3,0,0,0,0,37,4.79,0.92
56859,f,Manhattan,2,0.0,1.0,1.0,76,3,24,54,84,84,212,4.64,1.77
57166,t,Queens,2,0.0,1.0,2.0,156,3,12,35,65,340,63,4.77,0.98
57297,f,Brooklyn,3,0.0,1.0,1.0,162,30,1,2,32,122,242,4.69,2.9
57618,f,Manhattan,4,0.0,1.0,2.0,250,3,0,0,0,0,114,4.81,1.32
57754,t,Manhattan,2,0.0,1.0,1.0,285,2,0,0,0,225,141,4.98,1.69
57874,t,Manhattan,2,0.0,1.0,1.0,160,3,7,11,34,294,284,4.85,2.52
57901,f,Manhattan,1,0.0,1.0,1.0,45,60,0,1,31,306,9,4.75,0.07
58059,t,Manhattan,2,0.0,1.0,1.0,42,2,3,12,18,202,560,4.7,4.73
58062,f,Brooklyn,4,0.0,2.0,3.0,139,2,0,0,0,244,25,4.72,0.89
59014,f,Manhattan,2,0.0,1.0,1.0,150,30,0,0,0,275,57,4.65,0.52
59121,t,Queens,9,0.0,3.0,1.0,188,30,30,60,90,365,2,5.0,0.02
59709,t,Manhattan,5,0.0,2.0,2.0,254,7,5,5,17,88,28,4.64,0.36
59855,t,Manhattan,4,0.0,1.0,1.0,250,30,0,0,0,244,82,4.62,0.72
60164,f,Manhattan,6,0.0,3.0,3.0,500,30,5,5,34,34,106,4.36,1.6
60457,f,Manhattan,3,0.0,1.0,1.0,250,30,0,0,0,0,10,4.88,0.08
60611,t,Manhattan,2,0.0,1.0,1.0,70,30,0,0,0,2,191,4.84,1.53
60666,f,Manhattan,2,0.0,1.0,2.0,111,3,1,31,61,61,219,4.72,1.81
60673,f,Manhattan,2,0.0,1.0,1.0,125,30,30,60,90,365,3,5.0,0.13
60680,t,Manhattan,6,0.0,1.0,2.0,135,30,7,7,32,307,163,4.53,1.43
60794,f,Manhattan,6,0.0,3.0,3.0,211,30,0,0,0,0,4,5.0,0.03
61167,f,Manhattan,1,0.0,0.0,0.0,135,30,1,31,61,61,21,4.59,0.3
61509,f,Manhattan,3,0.0,1.0,0.0,110,200,0,0,0,0,92,4.23,0.77
62427,f,Manhattan,2,0.0,1.0,1.0,130,30,0,6,36,126,61,4.82,0.53
62468,f,Manhattan,2,0.0,1.0,1.0,170,30,1,2,13,254,30,4.81,0.24
62891,f,Manhattan,3,0.0,0.0,2.0,120,4,0,0,0,93,205,4.3,1.62
62903,t,Manhattan,2,0.0,1.0,1.0,205,30,15,16,16,16,68,4.9,0.79
62925,f,Brooklyn,4,0.0,2.0,2.0,285,3,6,10,27,302,142,4.79,1.73
63588,f,Bronx,3,0.0,1.0,2.0,89,30,2,32,62,335,0,0.0,0.0
63610,t,Bronx,2,0.0,1.0,1.0,99,2,15,45,75,350,46,4.91,1.17
63657,f,Brooklyn,2,0.0,1.0,1.0,135,30,0,0,0,0,268,4.59,2.21
63693,f,Manhattan,4,0.0,2.0,2.0,223,7,1,6,6,273,153,4.37,1.36
64000,f,Brooklyn,1,0.0,1.0,3.0,49,31,13,23,53,328,14,4.92,0.19
64015,f,Manhattan,2,0.0,1.0,1.0,200,30,0,0,0,0,0,0.0,0.0
64107,t,Brooklyn,2,0.0,1.0,0.0,100,3,0,0,0,216,308,4.79,2.52
64314,f,Brooklyn,2,0.0,1.0,1.0,75,30,0,1,31,306,45,4.82,0.36
64365,f,Brooklyn,3,0.0,1.0,1.0,60,30,1,31,61,336,244,4.78,6.05
64837,f,Manhattan,2,0.0,1.0,1.0,50,7,3,8,22,22,219,4.55,2.23
65268,f,Brooklyn,3,0.0,2.0,2.0,75,5,0,0,0,229,63,4.92,0.86
65425,t,Manhattan,5,0.0,2.0,2.0,313,1,22,52,77,352,1,5.0,0.01
65615,t,Brooklyn,2,0.0,1.0,1.0,85,10,0,0,0,0,56,4.67,0.95
65660,f,Brooklyn,3,0.0,1.0,1.0,102,30,0,0,17,107,158,4.51,2.29
65813,f,Manhattan,1,0.0,1.0,1.0,75,3,0,0,0,244,20,4.9,0.43
66008,t,Brooklyn,4,0.0,2.0,2.0,190,30,0,0,0,244,68,4.87,0.59
66251,t,Manhattan,2,0.0,0.0,1.0,360,3,17,44,74,74,111,4.93,1.76
66275,t,Manhattan,5,0.0,2.0,3.0,542,1,21,51,75,350,149,4.86,2.06
66718,f,Manhattan,5,0.0,2.0,2.0,76,30,0,0,3,278,215,4.34,1.97
66741,f,Brooklyn,4,0.0,1.0,0.0,126,2,0,0,14,198,250,4.82,2.43
66974,t,Brooklyn,3,0.0,1.0,1.0,190,2,9,16,27,279,134,4.98,1.6
67288,t,Manhattan,2,0.0,1.0,2.0,115,28,1,8,10,271,35,4.86,0.48
67299,t,Brooklyn,4,0.0,1.0,2.0,85,30,10,20,50,50,69,4.88,1.06
67397,t,Manhattan,2,0.0,1.0,1.0,122,30,0,1,1,63,105,4.79,0.87
68253,f,Queens,1,0.0,1.0,0.0,55,30,0,0,0,0,0,0.0,0.0
68735,f,Manhattan,2,0.0,1.0,1.0,199,15,0,10,40,315,33,4.97,0.29
68900,f,Brooklyn,2,0.0,1.0,1.0,90,30,1,8,31,306,7,4.86,0.08
68974,t,Manhattan,6,0.0,3.0,3.0,624,3,0,0,8,257,222,4.85,1.74
69894,f,Manhattan,2,0.0,1.0,1.0,150,30,0,0,0,0,56,4.83,0.65
69921,f,Brooklyn,2,0.0,1.0,1.0,100,3,5,35,65,340,60,4.77,0.79
71248,t,Manhattan,2,0.0,1.0,1.0,137,25,0,5,5,95,54,4.82,1.45
71366,f,Manhattan,2,0.0,1.0,1.0,200,30,0,0,0,100,43,4.85,0.85
71384,f,Brooklyn,4,0.0,1.0,2.0,229,1,0,0,0,244,50,4.98,0.39
71812,f,Bronx,2,0.0,1.0,1.0,90,30,0,0,0,153,10,4.6,0.5
72190,f,Manhattan,2,0.0,1.0,0.0,110,30,0,0,0,0,37,4.51,0.49
74240,f,Brooklyn,2,0.0,1.0,1.0,221,15,2,4,4,153,78,4.64,1.2
74333,f,Manhattan,3,0.0,1.0,2.0,75,30,4,27,57,332,36,4.12,0.46
74438,f,Manhattan,5,0.0,1.0,1.0,299,30,0,0,0,0,52,4.84,0.42
74680,f,Queens,3,0.0,1.0,2.0,119,7,9,11,41,316,226,4.66,2.58
74821,f,Manhattan,5,0.0,2.0,2.0,149,30,0,0,30,30,47,4.67,0.48
74860,f,Brooklyn,3,0.0,1.0,1.0,75,30,0,0,0,0,3,4.67,0.02
75635,t,Manhattan,3,0.0,1.0,2.0,150,30,1,31,61,336,322,4.81,2.59
77517,f,Brooklyn,2,0.0,1.0,1.0,100,28,2,32,62,337,3,5.0,0.02
77765,t,Brooklyn,2,0.0,1.0,1.0,278,30,27,57,87,362,38,4.91,0.95
80493,t,Manhattan,2,0.0,1.0,2.0,55,2,0,1,5,227,197,4.33,1.76
80684,t,Brooklyn,4,0.0,1.0,2.0,349,30,0,0,0,121,8,5.0,0.07
80700,t,Brooklyn,4,0.0,1.0,2.0,349,30,0,0,0,121,7,4.57,0.06
80924,f,Brooklyn,5,0.0,3.0,5.0,69,30,0,0,0,154,37,4.86,0.6
81739,t,Brooklyn,4,0.0,1.0,2.0,349,30,0,0,0,121,2,4.0,0.02
82549,t,Brooklyn,1,0.0,1.0,1.0,100,1,8,8,8,8,67,4.87,0.66
82550,t,Brooklyn,4,0.0,2.0,2.0,200,30,0,0,0,59,99,4.8,1.65
82928,t,Brooklyn,5,0.0,2.0,3.0,150,30,0,0,0,255,73,4.9,1.13
83243,f,Brooklyn,3,0.0,1.0,0.0,75,30,0,22,52,327,250,4.43,2.26
83446,f,Brooklyn,3,0.0,2.0,3.0,150,30,0,0,0,90,6,4.67,0.05
83847,f,Manhattan,2,0.0,1.0,1.0,229,30,0,0,0,0,44,4.9,0.35
84010,t,Brooklyn,2,0.0,1.0,1.0,179,30,0,0,0,275,16,4.88,0.13
89205,t,Manhattan,2,0.0,1.0,3.0,120,30,8,24,24,164,43,4.47,0.36
89621,f,Brooklyn,4,0.0,2.0,2.0,150,30,20,50,80,355,238,4.45,2.0
93313,t,Brooklyn,5,0.0,2.0,4.0,131,2,11,32,62,331,106,4.71,1.2
94035,f,Queens,2,0.0,1.0,1.0,76,1,0,0,0,244,51,4.88,1.43
94209,t,Brooklyn,4,0.0,1.0,2.0,103,1,0,0,22,103,10,4.9,2.83
94477,t,Brooklyn,6,0.0,2.0,3.0,127,2,0,0,0,6,400,4.76,3.28
94783,t,Brooklyn,2,0.0,1.0,1.0,135,6,0,0,30,305,117,4.85,1.13
95747,f,Brooklyn,2,0.0,1.0,1.0,140,7,0,0,0,0,15,5.0,0.12
95883,f,Brooklyn,6,0.0,2.0,4.0,200,6,0,0,0,244,6,4.67,0.1
98663,f,Manhattan,2,0.0,1.0,1.0,130,30,0,0,0,244,19,4.81,0.18
99085,t,Brooklyn,2,0.0,0.0,1.0,123,30,0,1,24,212,22,5.0,0.26
99662,f,Manhattan,2,0.0,1.0,1.0,135,30,0,0,0,244,28,4.28,0.26
100002,t,Manhattan,2,0.0,1.0,1.0,49,30,3,3,33,147,152,4.69,1.39
100186,t,Brooklyn,3,0.0,1.0,1.0,130,30,0,6,21,86,107,4.93,1.28
100368,f,Manhattan,2,0.0,1.0,1.0,222,30,0,0,30,305,35,4.84,0.28
101053,f,Brooklyn,4,0.0,3.0,3.0,180,30,0,0,0,0,38,4.9,0.3
103161,f,Brooklyn,2,0.0,1.0,2.0,281,7,7,37,67,342,138,4.77,1.46
103311,t,Brooklyn,6,0.0,2.0,3.0,528,3,0,0,0,121,9,4.17,0.07
105469,f,Queens,1,0.0,1.0,1.0,114,2,23,53,82,82,16,4.93,0.22
105790,f,Manhattan,2,0.0,1.0,0.0,80,30,30,60,90,90,144,4.86,1.54
106363,t,Manhattan,1,0.0,1.0,1.0,75,5,3,20,39,284,422,4.85,3.68
106647,t,Brooklyn,4,0.0,2.0,2.0,145,7,1,5,5,20,108,4.87,1.0
107630,f,Brooklyn,3,0.0,1.0,2.0,175,3,8,12,28,303,288,4.73,2.53
110576,f,Manhattan,3,0.0,2.0,2.0,75,45,29,59,89,364,53,4.64,0.45
110739,t,Manhattan,2,0.0,0.0,2.0,149,30,8,21,42,285,66,4.92,0.55
112100,f,Brooklyn,6,0.0,3.0,4.0,165,30,1,2,2,243,3,4.5,0.02
112304,f,Manhattan,2,0.0,1.0,1.0,90,30,0,0,0,0,1,5.0,0.01
112435,f,Brooklyn,2,0.0,1.0,1.0,95,30,2,30,60,335,177,4.62,2.05
113092,f,Brooklyn,1,0.0,1.0,1.0,90,30,0,0,0,0,0,0.0,0.0
113265,f,Brooklyn,2,0.0,1.0,1.0,55,30,0,30,60,335,270,4.75,2.46
114123,f,Brooklyn,6,0.0,3.0,3.0,235,364,26,27,33,308,34,4.5,0.4
115535,f,Manhattan,1,0.0,1.0,1.0,65,30,0,0,0,253,34,4.76,0.28
115748,f,Queens,2,0.0,1.0,1.0,85,5,2,2,13,26,34,4.57,0.36
116551,f,Manhattan,4,0.0,0.0,2.0,68,30,1,7,31,121,171,4.48,1.42
118061,t,Brooklyn,2,0.0,2.0,2.0,100,30,5,15,45,290,85,4.8,0.84
121687,f,Brooklyn,6,0.0,2.0,0.0,250,30,2,32,62,62,57,4.45,2.01
121861,f,Brooklyn,4,0.0,2.0,2.0,165,2,0,0,0,147,26,4.96,0.27
123784,t,Manhattan,3,0.0,0.0,2.0,101,3,5,13,43,306,189,4.71,1.6
125163,t,Brooklyn,2,0.0,1.0,1.0,99,3,1,31,61,336,49,4.9,0.69
126443,f,Manhattan,9,0.0,2.0,4.0,349,2,5,11,24,251,454,4.27,3.73
126816,f,Manhattan,1,0.0,1.0,1.0,85,30,0,0,0,0,3,3.67,0.02
127387,f,Brooklyn,4,0.0,2.0,2.0,260,30,0,1,31,306,3,5.0,0.03
132516,t,Queens,3,0.0,1.0,1.0,106,5,4,4,14,194,47,4.68,1.28
133025,t,Manhattan,1,0.0,1.0,0.0,68,30,6,6,6,131,141,4.84,2.16
134934,f,Brooklyn,2,0.0,1.0,1.0,250,5,0,0,0,0,27,4.58,0.33
135393,t,Brooklyn,2,0.0,1.0,1.0,55,30,0,29,59,149,291,4.73,2.38
135465,t,Brooklyn,3,0.0,1.0,1.0,170,3,3,11,29,272,110,4.83,1.17
135706,f,Manhattan,1,0.0,0.0,1.0,112,5,0,0,0,0,10,4.78,0.08
136493,f,Brooklyn,5,0.0,3.0,3.0,250,3,0,0,0,0,28,4.93,0.86
139624,f,Brooklyn,2,0.0,1.0,1.0,73,30,0,0,0,0,79,4.35,0.78
140133,t,Brooklyn,4,0.0,0.0,3.0,249,30,0,2,2,243,173,4.92,1.42
140973,f,Manhattan,4,0.0,2.0,3.0,185,30,0,0,0,256,78,4.68,1.13
141154,f,Brooklyn,4,0.0,0.0,2.0,100,30,0,0,0,93,263,4.71,2.88
141335,f,Brooklyn,5,0.0,3.0,4.0,900,1,25,55,85,360,37,4.39,0.33
142069,f,Manhattan,2,0.0,0.0,1.0,100,30,0,0,0,0,22,4.6,0.26
144087,t,Manhattan,6,0.0,2.0,3.0,259,6,23,53,83,358,22,4.86,0.18
144148,f,Manhattan,2,0.0,1.0,1.0,67,30,0,0,0,0,32,4.53,0.44
145064,f,Brooklyn,3,0.0,1.0,2.0,145,30,0,0,0,0,8,4.71,0.07
148201,f,Manhattan,4,0.0,1.0,1.0,175,30,0,0,0,0,18,4.88,0.16
148259,f,Brooklyn,6,0.0,2.0,2.0,229,2,8,31,61,336,82,4.88,1.42
148825,t,Manhattan,4,0.0,2.0,2.0,173,2,2,2,14,259,232,4.72,2.29
149287,f,Manhattan,4,0.0,2.0,2.0,250,30,0,0,0,0,0,0.0,0.0
149787,f,Manhattan,16,0.0,4.0,5.0,100,30,30,60,90,365,0,0.0,0.0
150804,f,Manhattan,5,0.0,2.0,3.0,250,4,0,1,4,8,33,4.97,0.86
150989,f,Brooklyn,2,0.0,1.0,1.0,120,30,0,0,0,0,18,4.94,0.25
151199,f,Queens,3,0.0,2.0,2.0,149,2,6,14,15,228,467,4.85,4.3
152071,f,Brooklyn,2,0.0,1.0,1.0,150,2,0,0,0,0,0,0.0,0.0
152263,t,Manhattan,8,0.0,2.0,6.0,300,2,13,30,50,299,257,4.83,3.05
153780,t,Manhattan,2,0.0,1.0,1.0,175,3,0,1,25,281,189,4.88,1.58
154934,f,Manhattan,1,0.0,1.0,1.0,75,30,0,0,0,244,38,4.42,0.45
157673,f,Brooklyn,4,0.0,1.0,1.0,66,60,1,1,1,154,92,4.44,0.81
158061,f,Brooklyn,2,0.0,1.0,1.0,165,30,30,60,90,365,27,4.54,0.23
158176,t,Brooklyn,2,0.0,1.0,1.0,160,30,0,0,0,0,140,4.74,1.94
159749,f,Brooklyn,3,0.0,1.0,2.0,81,2,0,0,0,0,76,4.76,0.66
159815,f,Brooklyn,2,0.0,1.0,1.0,81,7,0,0,0,0,52,4.88,1.94
159913,f,Manhattan,2,0.0,1.0,2.0,150,30,23,53,83,358,27,4.92,0.76
162493,f,Brooklyn,6,0.0,3.0,3.0,500,6,1,7,15,106,42,4.98,0.94
162508,t,Brooklyn,2,0.0,1.0,0.0,130,7,4,28,58,58,28,4.21,0.25
163814,f,Manhattan,5,0.0,1.0,4.0,160,2,13,20,42,298,361,4.05,2.96
166006,f,Manhattan,7,0.0,2.0,3.0,250,31,11,11,11,162,189,4.64,1.7
166172,f,Brooklyn,2,0.0,1.0,0.0,55,30,0,0,0,0,62,4.54,0.72
166983,f,Brooklyn,6,0.0,3.0,4.0,350,30,0,0,0,0,6,4.83,0.07
168123,f,Brooklyn,2,0.0,1.0,1.0,95,30,0,1,31,31,110,4.57,1.3
169306,f,Bronx,2,0.0,1.0,1.0,40,7,6,10,19,276,142,4.44,1.36
169464,f,Brooklyn,4,0.0,1.0,2.0,85,30,0,0,0,121,98,4.64,0.9
169483,t,Brooklyn,4,0.0,1.0,1.0,110,7,0,0,0,52,0,0.0,0.0
170420,f,Manhattan,2,0.0,1.0,1.0,79,30,0,0,0,0,15,5.0,0.12
170761,t,Brooklyn,2,0.0,1.0,1.0,85,2,0,8,38,128,71,4.89,1.96
171562,t,Manhattan,2,0.0,0.0,2.0,215,6,0,24,33,33,20,4.82,0.21
172499,f,Manhattan,4,0.0,3.0,3.0,250,365,27,57,87,362,26,4.74,0.49
173151,f,Brooklyn,2,0.0,1.0,1.0,78,30,0,0,0,0,262,4.81,2.17
174966,t,Manhattan,9,0.0,2.0,3.0,2500,30,29,59,89,364,26,4.96,0.22
176653,f,Manhattan,1,0.0,1.0,1.0,100,30,0,0,0,0,43,4.66,0.9
